source,target
14823156,13268215
14823162,14324949
14823167,13173433
14823168,14412368
14823171,13545020
14823172,14348602
14823176,14418238
14823178,13024297
14823179,13248200
14823185,14170758
14823190,13953597
14823192,13399000
14823196,13456629
14823197,12939515
14823199,14402173
14823200,13938952
14823201,14583276
14823203,13933237
14823204,13537577
14823207,13514416
14823210,14221084
14823211,14149141
14823218,14209003
14823221,13858838
14823223,13027929
14823224,13919915
14823229,13950875
14823237,13871584
14823238,12877855
14823240,14458136
14823241,13738804
14823244,14118288
14823249,14360293
14823256,14281967
14823259,13514416
14823260,14215180
14823261,13066356
14823265,13276774
14823266,14580542
14823268,13912879
14823271,13147160
14823272,13514878
14823273,14238040
14823276,13940637
14823279,13664149
14823280,13869298
14823284,13195114
14823285,14148154
14823287,14474844
14823288,12983420
14823292,14579449
14823293,13502080
14823294,13860196
14823295,12995412
14823298,13839361
14823299,13753409
14823301,14208956
14823303,13360709
14823304,14544573
14823306,13938952
14823307,13045961
14823309,13822335
14823310,13586180
14823313,13309188
14823315,14268617
14823318,13308904
14823319,14367721
14823322,12993321
14823323,13060562
14823324,13246481
14823325,13231440
14823326,13660591
14823327,12852349
14823328,13427875
14823331,12985638
14823332,13027561
14823334,13630567
14823338,14443468
14823343,14268655
14823345,13068726
14823346,13065406
14823348,13103512
14823350,14546686
14823354,14436361
14823359,14517701
14823360,13118115
14823363,14229052
14823365,14618732
14823366,13312506
14823371,13771826
14823373,13276774
14823377,13474207
14823378,12929936
14823382,13412077
14823383,13221965
14823384,13938952
14823387,12930543
14823388,13053756
14823395,13624553
14823398,14119351
14823403,14517701
14823404,13593745
14823406,14098246
14823408,13813792
14823409,12960035
14823412,13855320
14823417,14591992
14823418,14215790
14823422,13591594
14823425,13969352
14823431,14006710
14823435,13495776
14823437,14253320
14823438,13270065
14823441,14018580
14823445,13542331
14823448,14358296
14823449,14012114
14823451,14386902
14823452,13567685
14823454,14250093
14823456,13926285
14823457,13576295
14823459,12939515
14823460,14436463
14823461,14630855
14823462,13545812
14823464,12871752
14823465,13790583
14823466,14368823
14823472,13206005
14823480,12877855
14823489,14090081
14823492,13484427
14823498,14595639
14823499,14543853
14823500,14009727
14823503,12984147
14823504,13048894
14823506,12983420
14823508,13599528
14823510,14037479
14823511,13535497
14823513,12984147
14823514,14253320
14823518,13514416
14823521,14398609
14823522,13557549
14823524,14413732
14823528,14132040
14823531,13109499
14823532,13208431
14823533,13869238
14823536,13186479
14823542,14096620
14823543,14360293
14823544,13783111
14823547,14419225
14823548,13677156
14823549,12888231
14823551,13433300
14823552,12976752
14823555,14421500
14823556,13985829
14823559,13834228
14823561,13963455
14823563,14439696
14823565,14560952
14823566,13583724
14823568,13313194
14823570,14481012
14823573,13161726
14823576,14178486
14823577,13301568
14823578,13448111
14823583,13865152
14823584,12999774
14823585,14385586
14823586,13338626
14823587,13930299
14823591,14358296
14823595,14078739
14823596,14491885
14823597,14334303
14823599,13434678
14823600,14117407
14823608,12969875
14823612,14342128
14823614,14176380
14823615,13112890
14823616,14411030
14823617,13563464
14823622,13192666
14823623,13120911
14823624,14527779
14823625,14402173
14823629,14107533
14823636,14061709
14823638,14116406
14823649,13607540
14823650,13576295
14823651,13813792
14823653,14124091
14823655,14581609
14823657,13206005
14823658,14077776
14823661,13648370
14823662,13978440
14823663,14055004
14823664,14496413
14823666,13632232
14823676,14567273
14823679,14635681
14823680,14398609
14823681,12864432
14823682,13719223
14823683,14458047
14823684,14459375
14823686,12909454
14823692,13514416
14823694,13319830
14823695,14540379
14823698,13870932
14823699,12962196
14823701,14052785
14823702,14421500
14823703,14160199
14823704,13637726
14823706,14107976
14823707,13339629
14823708,14392950
14823709,13128718
14823712,14498045
14823713,13775383
14823714,12999774
14823718,12868525
14823722,13557549
14823724,13617931
14823727,14021527
14823728,14023676
14823731,14513585
14823733,12910264
14823735,14136686
14823738,13284671
14823739,13645648
14823742,14225100
14823745,14095391
14823747,13724943
14823751,14304461
14823752,14195895
14823755,13226319
14823757,12909454
14823758,14612858
14823762,14517701
14823764,14495564
14823769,12939515
14823772,14118288
14823773,13738804
14823774,13471688
14823775,13645778
14823776,13317503
14823778,14352935
14823780,13596651
14823781,13624781
14823787,13623430
14823788,12850557
14823790,12951018
14823791,13864304
14823792,14526468
14823798,13839361
14823799,13195114
14823802,13642646
14823804,14115679
14823805,14476027
14823807,12890167
14823808,14412368
14823809,13105689
14823814,13611695
